Id,Sales
1,4674.9683
2,7482.6216
3,9824.821
4,7405.656
5,7083.4185
6,5914.918
7,7802.4653
8,7933.876
9,5652.4883
10,5726.395
11,7340.1855
12,8453.836
13,7162.123
14,9401.906
15,5922.2285
16,5026.1226
17,5846.313
18,10036.484
19,11295.947
20,9724.898
21,7688.931
22,4509.097
23,6309.881
24,4610.317
25,8316.217
26,11071.424
27,9750.774
28,5979.6484
29,5134.713
30,4691.376
31,5868.913
32,10176.026
33,7087.3716
34,5758.9375
35,5390.448
36,7661.4937
37,3837.7974
38,7616.5747
39,4567.2417
40,7089.116
41,7018.533
42,5842.316
43,8110.3647
44,6813.1167
45,5167.495
46,6923.9624
47,7708.221
48,11794.147
49,6562.0034
50,8516.589
51,7787.5215
52,9631.043
53,6967.275
54,9462.848
55,4829.5684
56,5143.0654
57,6396.169
58,6480.2246
59,9582.051
60,8087.7925
61,5874.0435
62,8060.615
63,6913.0146
64,10127.923
65,4035.5066
66,13685.368
67,4913.122
68,6259.611
69,8429.737
70,5311.835
71,6379.5537
72,6403.9585
73,7743.06
74,5719.7954
75,5509.089
76,8232.625
77,8170.9976
78,7032.082
79,5317.315
80,7622.4834
81,11572.386
82,6946.3867
83,4989.875
84,7236.938
85,6483.458
86,6269.6494
87,7664.6587
88,3984.624
89,8163.0283
90,6434.1675
91,7270.9785
92,7890.1743
93,4457.318
94,6102.7266
95,5340.3813
96,8255.191
97,9215.256
98,5438.992
99,5263.075
100,7272.4004
101,6189.736
102,5893.023
103,7972.046
104,6671.093
105,7997.361
106,5987.399
107,4762.2256
108,6522.3296
109,8692.506
110,8364.487
111,8445.124
112,8315.678
113,5866.8594
114,8986.226
115,5752.739
116,7215.537
117,9637.098
118,6788.9463
119,10256.893
120,8363.228
121,7953.704
122,6295.741
123,7558.4697
124,8061.307
125,6532.272
126,4061.1873
127,5619.1533
128,8034.342
129,6460.6914
130,4454.9546
131,8557.604
132,6817.1924
133,6041.8306
134,6114.4844
135,5652.558
136,7532.9272
137,7620.877
138,6906.951
139,5724.9585
140,5397.1675
141,6935.5356
142,4094.5273
143,6689.992
144,5533.1187
145,9081.66
146,7605.0327
147,6772.2153
148,11514.509
149,5398.2954
150,5316.6353
151,10384.492
152,6882.317
153,8659.653
154,7927.2344
155,5936.1636
156,6479.835
157,5841.9985
158,8116.145
159,11760.382
160,6755.551
161,3352.5698
162,5017.6343
163,8625.1
164,9180.84
165,6640.2974
166,6999.273
167,5085.8853
168,5593.4053
169,3341.822
170,5101.389
171,6428.383
172,7406.9062
173,7277.5146
174,6343.608
175,8468.612
176,9675.033
177,8142.2744
178,5248.5864
179,9956.055
180,10722.976
181,6082.265
182,7915.3877
183,5625.9004
184,6804.9917
185,4341.3135
186,7476.3726
187,5329.837
188,9470.478
189,7583.122
190,8658.936
191,8288.6045
192,5940.9614
193,8926.174
194,18852.193
195,11218.846
196,6070.8647
197,3097.6123
198,6485.1772
199,8843.551
200,6040.298
201,12886.008
202,20466.64
203,3935.1858
204,5574.545
205,10284.89
206,4940.2656
207,8909.053
208,6804.9463
209,7577.6924
210,5439.9575
211,6522.541
212,6715.501
213,7805.867
214,9488.623
215,6740.477
216,6418.335
217,7517.703
218,5505.1016
219,5149.324
220,8083.805
221,6044.0093
222,6370.6396
223,7287.253
224,6597.33
225,5771.1777
226,7594.921
227,7420.044
228,8778.431
229,7597.304
230,7487.7266
231,5910.1465
232,3789.953
233,6580.87
234,7262.952
235,5809.63
236,5009.213
237,9172.235
238,7497.231
239,9195.843
240,7195.4756
241,5982.0503
242,5665.3184
243,4854.843
244,10330.998
245,5270.5405
246,8059.908
247,15504.848
248,7999.9316
249,8016.7666
250,5662.8223
251,4802.955
252,7403.968
253,4328.6973
254,6259.8257
255,10504.238
256,5690.5996
257,15372.96
258,14201.583
