Id,Sales
1,4443.462
2,6872.575
3,8846.268
4,6481.844
5,6320.054
6,5406.1377
7,7389.3853
8,7343.7427
9,4932.167
10,5161.8496
11,6786.991
12,7695.16
13,6546.9805
14,8517.385
15,5347.1504
16,4626.194
17,5371.9956
18,9206.559
19,10264.652
20,8828.987
21,7055.765
22,4299.816
23,5860.299
24,4112.177
25,7626.374
26,9579.657
27,8973.404
28,5476.6416
29,4647.73
30,4490.807
31,5414.777
32,9233.564
33,6537.795
34,5334.44
35,5018.089
36,7003.026
37,3684.1682
38,6955.1577
39,4177.328
40,6528.5723
41,6585.523
42,5391.081
43,7387.0317
44,6198.722
45,4749.0386
46,6355.612
47,6861.5713
48,10507.324
49,6050.2793
50,7665.682
51,7154.333
52,8815.104
53,6368.4097
54,8605.001
55,4409.3457
56,4797.428
57,5861.5454
58,5986.9023
59,8732.576
60,7452.273
61,5349.701
62,7427.4434
63,6302.452
64,9116.461
65,3727.9739
66,12403.43
67,4548.8594
68,5761.855
69,7684.4736
70,5064.792
71,5640.7305
72,5946.0635
73,7135.891
74,5224.7754
75,4997.811
76,7543.374
77,7498.354
78,6394.089
79,4833.675
80,7014.685
81,10401.829
82,6385.3677
83,4734.8403
84,6636.3335
85,5954.776
86,5860.26
87,7105.7827
88,3769.0488
89,7399.217
90,5909.938
91,6638.6445
92,7498.447
93,4184.112
94,5691.24
95,4881.3945
96,7588.476
97,8596.321
98,5053.047
99,4913.5767
100,6476.0166
101,5720.3354
102,5305.384
103,7209.676
104,6146.851
105,7398.518
106,5491.471
107,4485.5327
108,5971.7886
109,8039.777
110,7534.8745
111,7646.0244
112,7604.5903
113,5457.009
114,8154.92
115,5286.269
116,6571.6245
117,8783.263
118,6374.353
119,9288.779
120,7659.2065
121,7269.8555
122,5870.4307
123,6966.571
124,7331.1733
125,5935.7617
126,3812.1506
127,5225.1987
128,7356.053
129,5965.088
130,4186.0522
131,7813.3457
132,6332.9556
133,5584.1562
134,5582.942
135,5203.191
136,6826.087
137,6997.2974
138,6329.912
139,5274.282
140,4861.3813
141,6415.5747
142,3801.6194
143,6202.1465
144,4863.032
145,8243.122
146,6913.4434
147,6305.3984
148,9822.433
149,4972.4043
150,4953.596
151,9599.33
152,6282.226
153,7932.7637
154,7151.7676
155,5446.3384
156,5972.039
157,5448.827
158,7330.2085
159,10650.161
160,6177.2026
161,3089.7205
162,4678.8804
163,7809.9404
164,8388.968
165,5916.7627
166,6455.006
167,4679.791
168,5176.3604
169,3105.6072
170,4745.5747
171,5934.012
172,6719.57
173,6695.5522
174,5798.054
175,7749.1777
176,8817.997
177,7496.659
178,4750.0625
179,8960.823
180,9676.602
181,5640.219
182,7170.4277
183,5129.0
184,6191.525
185,4007.4072
186,6755.693
187,4863.8115
188,8603.794
189,6882.5728
190,7904.132
191,7709.434
192,5466.9336
193,8013.7466
194,17024.54
195,10208.767
196,5590.2266
197,2880.2336
198,5950.9033
199,8088.7026
200,5554.196
201,11723.426
202,18884.352
203,3542.5217
204,5058.4
205,9225.175
206,4493.708
207,7877.0156
208,6258.739
209,6914.518
210,4945.721
211,6083.5474
212,6139.351
213,7142.4487
214,8557.889
215,6251.3228
216,5920.438
217,6784.6353
218,5007.3354
219,4753.757
220,7390.2026
221,5524.9023
222,5897.375
223,6612.715
224,6002.18
225,5166.7803
226,6928.111
227,6716.052
228,8043.1514
229,7085.851
230,6824.329
231,5519.2715
232,3498.7544
233,6012.4824
234,6602.234
235,5274.6445
236,4622.3296
237,8431.337
238,6855.6904
239,8205.142
240,6545.7505
241,5505.7896
242,5229.527
243,4565.726
244,9313.148
245,4901.004
246,7414.0947
247,13926.163
248,7397.9326
249,7304.5454
250,4999.9995
251,4473.329
252,6713.7397
253,4031.9705
254,5911.6353
255,9483.593
256,5452.248
257,13651.409
258,12979.578
259,5030.0938
260,6761.3335
261,5246.7246
262,6497.982
263,5325.426
264,10517.069
265,7069.959
266,8315.178
267,4409.0557
268,6950.058
269,4916.7085
270,8265.82
271,6722.4033
272,5754.38
273,6764.849
274,6017.3535
275,7630.9946
276,9275.757
277,5743.1553
278,9063.281
279,6768.347
280,8861.958
281,5011.7793
282,5210.432
283,5182.4614
284,9236.911
285,6392.961
286,7601.3926
287,6538.9424
288,8488.603
289,4560.681
290,7698.3096
291,6238.5166
292,4055.075
293,12999.214
294,16169.775
295,6721.0376
296,6991.6733
297,8688.1875
298,9429.692
299,10121.317
300,5355.6235
301,6913.404
302,5690.1113
303,8008.375
304,3807.259
305,5541.48
306,5229.7666
307,5422.3643
308,7167.433
309,5041.4346
310,4448.8354
311,6263.367
312,3887.3174
313,4668.2124
314,5856.7783
315,5776.1123
316,8891.591
317,8391.545
318,6866.6914
319,6366.223
320,6230.1855
321,10729.502
322,7242.635
323,5087.1904
324,4515.4976
325,8683.067
326,4603.8306
327,6795.6064
328,3272.7263
329,4764.2383
330,7169.6416
331,6008.8535
332,5174.9434
333,8455.827
334,9585.579
335,10915.294
336,5819.4243
337,9163.125
338,3036.2195
339,5166.9087
340,5945.95
341,4216.3647
342,7463.213
343,4867.9287
344,5085.9287
345,8094.53
346,10197.741
347,9183.572
348,5243.6377
349,5136.1772
350,8834.572
351,6896.688
352,5926.557
353,4943.8955
354,6865.6763
355,8903.65
356,4518.1084
357,6027.636
358,7356.7334
359,7565.3213
360,13213.298
361,5944.5664
362,11402.023
363,6758.709
364,5264.772
365,3628.9556
366,5787.793
367,6028.355
368,5342.7505
369,7322.9062
370,4798.33
371,4575.571
372,7046.195
373,3357.4412
374,7290.6665
375,6492.79
376,7380.355
377,7941.954
378,5270.646
379,8544.8955
380,6447.3267
381,5183.45
382,5421.9194
383,5157.612
384,9950.624
385,6613.503
386,4742.3887
387,6718.8584
388,7994.9585
389,6772.4023
390,5866.009
391,8042.4688
392,5460.5913
393,5774.614
394,5667.9077
395,8718.586
396,5935.609
397,6299.2007
398,5360.724
399,5117.6675
400,4051.0193
401,5238.2837
402,8024.998
403,8075.9526
404,9963.122
405,10219.522
406,7886.691
407,5833.7017
408,4962.681
409,10000.871
410,9411.471
411,6897.3394
412,7901.3804
413,7907.457
414,5467.466
415,3864.1033
416,10046.358
417,5836.362
418,6243.9453
419,5989.6665
420,2902.1558
421,10562.839
422,5802.895
423,4888.5376
424,4770.532
425,5154.961
426,6449.2393
427,7381.2705
428,6346.3135
429,4791.9355
430,4766.4155
431,3988.347
432,3208.9292
433,6929.6377
434,16330.974
435,4495.873
436,5733.998
437,6245.149
438,5008.8735
439,5182.7236
440,4866.508
441,4338.904
442,7234.06
443,6775.5557
444,3855.8994
445,8454.965
446,4988.5947
447,4949.8413
448,8449.458
449,7425.588
450,9786.57
451,5200.293
452,6524.881
453,4721.8916
454,5131.1533
455,13418.936
456,8958.242
457,6455.277
458,4800.4814
459,4900.4897
460,5750.2373
461,4949.799
462,10301.539
463,4962.3833
464,5333.321
465,6990.2666
466,4560.6113
467,6188.148
468,6677.4336
469,7070.2695
470,6742.67
471,3916.6182
472,5465.9067
473,6275.5786
474,8772.747
475,8148.0703
476,6728.1763
477,4390.241
478,7533.7246
479,5645.952
480,4547.111
481,6871.9067
482,7066.319
483,6117.728
484,5651.7603
485,6122.0244
486,6229.1274
487,5547.08
488,6646.355
489,6568.6978
490,5415.3145
491,8975.168
492,5855.795
493,4530.7793
494,10708.523
495,5913.699
496,3297.0562
497,7310.986
498,8353.198
499,10001.319
500,4784.7734
501,5854.628
502,5824.833
503,6908.572
504,5760.0967
505,7580.598
506,3167.5564
507,5523.9536
508,6162.6016
509,5635.6323
510,4835.192
511,6666.125
512,7569.5654
513,5244.503
514,7737.449
515,6666.246
516,8504.405
517,4717.214
518,6288.203
519,6059.2944
520,7344.1562
521,7559.1616
522,4723.824
523,8047.2104
524,6754.9004
525,6941.684
526,4731.274
527,3914.6162
528,7451.6333
529,5978.291
530,8017.0493
531,6881.378
532,5343.938
533,7931.0083
534,6313.445
535,6122.842
536,7348.192
537,5432.91
538,7897.6284
539,10154.531
540,7408.623
541,4710.7705
