Id,Sales
1,4377.775390625
2,6834.71240234375
3,8878.1171875
4,6647.3564453125
5,6384.00927734375
6,5399.6083984375
7,7346.650390625
8,7306.775390625
9,4964.30517578125
10,5164.5087890625
11,6765.44921875
12,7682.7001953125
13,6559.982421875
14,8580.2666015625
15,5319.45556640625
16,4599.41064453125
17,5333.41748046875
18,9142.94921875
19,10180.005859375
20,8750.3681640625
21,7065.9208984375
22,4263.64501953125
23,5811.486328125
24,4079.8173828125
25,7597.376953125
26,9782.27734375
27,8849.5751953125
28,5464.17578125
29,4633.51171875
30,4441.2119140625
31,5416.4091796875
32,9216.9169921875
33,6498.78173828125
34,5278.65087890625
35,4939.98291015625
36,6989.49951171875
37,3615.848876953125
38,6925.0322265625
39,4142.7724609375
40,6515.1171875
41,6536.54150390625
42,5364.0283203125
43,7426.69970703125
44,6207.47900390625
45,4764.95654296875
46,6352.46630859375
47,6889.9091796875
48,10520.3095703125
49,6044.55712890625
50,7674.46826171875
51,7151.07861328125
52,8737.8994140625
53,6371.6298828125
54,8549.306640625
55,4373.234375
56,4785.083984375
57,5852.3779296875
58,5973.7939453125
59,8716.8818359375
60,7403.501953125
61,5329.359375
62,7367.53369140625
63,6273.82470703125
64,9080.724609375
65,3717.13623046875
66,12291.3779296875
67,4475.595703125
68,5727.56396484375
69,7645.54345703125
70,4959.9365234375
71,5709.01953125
72,5883.77783203125
73,7118.787109375
74,5253.1142578125
75,5009.06005859375
76,7504.0205078125
77,7486.51220703125
78,6388.10302734375
79,4858.14111328125
80,6979.3935546875
81,10455.0615234375
82,6378.8115234375
83,4670.8095703125
84,6641.5576171875
85,5952.572265625
86,5900.3232421875
87,7022.30322265625
88,3733.50439453125
89,7401.86376953125
90,5904.951171875
91,6656.2900390625
92,7473.27099609375
93,4167.8115234375
94,5580.5302734375
95,4867.39453125
96,7540.89208984375
97,8454.9326171875
98,5021.47900390625
99,4810.26318359375
100,6504.0341796875
101,5702.9560546875
102,5273.14501953125
103,7154.7626953125
104,6120.81591796875
105,7342.4892578125
106,5437.9755859375
107,4440.326171875
108,5928.11767578125
109,8013.9072265625
110,7534.4287109375
111,7679.08837890625
112,7590.85791015625
113,5407.73681640625
114,8198.3359375
115,5263.30078125
116,6599.9736328125
117,8763.380859375
118,6295.53076171875
119,9236.97265625
120,7663.45947265625
121,7252.09814453125
122,5808.92578125
123,6927.595703125
124,7359.79345703125
125,5919.099609375
126,3792.0791015625
127,5225.787109375
128,7310.12841796875
129,5919.9638671875
130,4105.35302734375
131,7771.56787109375
132,6298.3056640625
133,5540.9775390625
134,5570.22900390625
135,5192.01123046875
136,6859.30078125
137,6983.93505859375
138,6296.05322265625
139,5277.900390625
140,4857.9697265625
141,6386.78076171875
142,3784.641845703125
143,6156.8203125
144,4887.0595703125
145,8243.9326171875
146,6869.1611328125
147,6234.53076171875
148,10048.427734375
149,4936.04052734375
150,4927.07958984375
151,9511.8193359375
152,6269.2724609375
153,7915.51611328125
154,7206.11474609375
155,5429.68798828125
156,5978.94140625
157,5436.71533203125
158,7420.673828125
159,10547.556640625
160,6246.45361328125
161,3080.076416015625
162,4662.90771484375
163,7830.7138671875
164,8317.5576171875
165,5908.90087890625
166,6399.61083984375
167,4676.6181640625
168,5190.27294921875
169,3082.71630859375
170,4727.29052734375
171,5930.1533203125
172,6752.1689453125
173,6708.6572265625
174,5794.57080078125
175,7713.935546875
176,8789.58984375
177,7452.72802734375
178,4713.04931640625
179,8972.8134765625
180,9650.3798828125
181,5635.44970703125
182,7144.77197265625
183,5130.87939453125
184,6217.93212890625
185,4002.3681640625
186,6753.71484375
187,4873.75
188,8624.9677734375
189,6939.77734375
190,7899.0146484375
191,7678.392578125
192,5468.6337890625
193,8017.76806640625
194,17074.931640625
195,10069.28515625
196,5523.81689453125
197,2919.677490234375
198,5915.572265625
199,8136.630859375
200,5525.9404296875
201,11853.169921875
202,18970.63671875
203,3605.90087890625
204,5056.29638671875
205,9222.931640625
206,4487.736328125
207,7957.6728515625
208,6230.11376953125
209,6893.5048828125
210,5034.5771484375
211,6071.41455078125
212,6164.44775390625
213,7184.66748046875
214,8571.6123046875
215,6212.37158203125
216,5901.50537109375
217,6783.98779296875
218,4935.9462890625
219,4698.4072265625
220,7328.4677734375
221,5497.7236328125
222,5872.8779296875
223,6633.76416015625
